year,donor_name,Health ODA (including COVID-19),Health ODA
2018,Austria,47.663866,47.663866
2018,Belgium,223.725065,223.725065
2018,Denmark,221.788861,221.788861
2018,France,1005.7634680000001,1005.7634680000001
2018,Germany,1635.979309,1635.979309
2018,Italy,366.180111,366.180111
2018,Netherlands,766.6740930000001,766.6740930000001
2018,Norway,560.762189,560.762189
2018,Portugal,23.808292,23.808292
2018,Sweden,546.4460300000001,546.4460300000001
2018,Switzerland,232.83905,232.83905
2018,United Kingdom,3489.7824330000003,3489.7824330000003
2018,Finland,59.899420000000006,59.899420000000006
2018,Iceland,3.801244,3.801244
2018,Ireland,113.781442,113.781442
2018,Luxembourg,72.625827,72.625827
2018,Greece,13.432674,13.432674
2018,Spain,165.385659,165.385659
2018,Slovenia,3.1159850000000002,3.1159850000000002
2018,Czechia,14.680109999999999,14.680109999999999
2018,Slovak Republic,7.791379,7.791379
2018,Hungary,15.263207000000001,15.263207000000001
2018,Poland,33.699049,33.699049
2018,Estonia,2.315512,2.315512
2018,Lithuania,3.262627,3.262627
2018,Canada,1040.907863,1040.907863
2018,United States,12332.845613,12332.845613
2018,Japan,711.522791,711.522791
2018,Korea,217.149235,217.149235
2018,Australia,373.335538,373.335538
2018,New Zealand,28.601881,28.601881
2019,Austria,52.544453000000004,52.544453000000004
2019,Belgium,215.780714,215.780714
2019,Denmark,194.50332500000002,194.50332500000002
2019,France,1039.183069,1039.183069
2019,Germany,1695.1392660000001,1695.1392660000001
2019,Italy,370.232346,370.232346
2019,Netherlands,653.2915760000001,653.2915760000001
2019,Norway,555.897618,555.897618
2019,Portugal,28.153838999999998,28.153838999999998
2019,Sweden,528.026473,528.026473
2019,Switzerland,240.975862,240.975862
2019,United Kingdom,3508.237466,3508.237466
2019,Finland,56.607153,56.607153
2019,Iceland,5.572713,5.572713
2019,Ireland,119.125617,119.125617
2019,Luxembourg,83.62201,83.62201
2019,Greece,10.979061999999999,10.979061999999999
2019,Spain,152.263878,152.263878
2019,Slovenia,2.895662,2.895662
2019,Czechia,16.753518,16.753518
2019,Slovak Republic,6.176463,6.176463
2019,Hungary,16.686424000000002,16.686424000000002
2019,Poland,47.586016,47.586016
2019,Estonia,2.208752,2.208752
2019,Lithuania,3.1912979999999997,3.1912979999999997
2019,Canada,992.02797,992.02797
2019,United States,9746.117352,9746.117352
2019,Japan,774.708217,774.708217
2019,Korea,214.377554,214.377554
2019,Australia,342.904941,342.904941
2019,New Zealand,27.685163,27.685163
2020,Austria,49.845143,47.008379000000005
2020,Belgium,226.324855,173.36647299999998
2020,Denmark,180.78161599999999,128.006998
2020,France,1101.9370370000001,826.549906
2020,Germany,3588.744971,1838.279979
2020,Italy,367.014857,286.797651
2020,Netherlands,617.234705,536.336517
2020,Norway,755.536742,532.833764
2020,Portugal,25.134056,21.563744999999997
2020,Sweden,608.8024439999999,413.383401
2020,Switzerland,396.14914699999997,185.56667099999999
2020,United Kingdom,3643.0584049999998,2783.684349
2020,Finland,93.582798,77.451099
2020,Iceland,12.952217000000001,6.165492
2020,Ireland,133.403281,105.394319
2020,Luxembourg,60.234437,57.868432999999996
2020,Greece,11.056648000000001,10.306039
2020,Spain,217.10843699999998,145.745613
2020,Slovenia,3.7054419999999997,2.563364
2020,Czechia,19.952661,13.329336
2020,Slovak Republic,7.674038,6.531246
2020,Hungary,41.063471,13.367963
2020,Poland,46.5818,42.848391
2020,Estonia,2.8207050000000002,1.9723130000000002
2020,Lithuania,3.393122,2.977732
2020,Canada,946.865446,679.970855
2020,United States,12417.429949,11104.529838999999
2020,Japan,1404.5401729999999,611.316089
2020,Korea,648.1496500000001,179.714795
2020,Australia,528.424812,139.42712400000002
2020,New Zealand,60.280362,29.861271
2021,Austria,98.804452,50.704897
2021,Belgium,267.936854,143.782953
2021,Denmark,262.263625,128.044457
2021,France,2057.081152,985.622359
2021,Germany,5022.6706030000005,2632.476847
2021,Italy,1067.117074,667.034249
2021,Netherlands,671.1672980000001,464.316669
2021,Norway,779.382067,451.392525
2021,Portugal,59.518754,17.074879
2021,Sweden,643.938569,422.417228
2021,Switzerland,603.05546,173.876499
2021,United Kingdom,2734.904915,1965.6139440000002
2021,Finland,91.07372799999999,75.19468599999999
2021,Iceland,17.250058,7.0414
2021,Ireland,152.864474,82.462069
2021,Luxembourg,81.326224,66.220601
2021,Greece,46.781144,8.572206999999999
2021,Spain,633.334413,149.115096
2021,Slovenia,18.232942,2.286476
2021,Czechia,42.195150999999996,17.713062
2021,Slovak Republic,22.52695,4.337448
2021,Hungary,85.005949,22.808548
2021,Poland,117.81716499999999,25.68663
2021,Estonia,6.56554,1.8757200000000003
2021,Lithuania,9.308388,2.518552
2021,Canada,2039.366043,658.0132169999999
2021,United States,16600.608622,13832.057119
2021,Japan,1598.630843,489.297858
2021,Korea,628.913638,170.769775
2021,Australia,842.134163,282.081546
2021,New Zealand,92.455773,37.884544000000005
2022,Austria,108.90628699999999,46.636199
2022,Belgium,282.42289600000004,122.571826
2022,Denmark,199.295001,135.294219
2022,France,2078.4065849999997,929.637174
2022,Germany,4683.357257,1762.168814
2022,Italy,798.4863230000001,382.99361799999997
2022,Netherlands,787.16797,526.228012
2022,Norway,418.709744,326.661693
2022,Portugal,55.162425999999996,17.42126
2022,Sweden,538.111234,353.426315
2022,Switzerland,333.677766,258.591068
2022,United Kingdom,2243.530577,1302.0035779999998
2022,Finland,102.677614,62.404666000000006
2022,Iceland,11.090316,11.069521
2022,Ireland,162.374592,91.792237
2022,Luxembourg,83.584517,73.34267299999999
2022,Greece,43.318519,6.718016
2022,Spain,515.031335,126.65961
2022,Slovenia,12.063437,2.972499
2022,Czechia,39.012021,15.724969000000002
2022,Slovak Republic,30.40778,4.416084
2022,Hungary,63.408719000000005,11.484214000000001
2022,Poland,96.367715,25.715374999999998
2022,Estonia,3.810667,1.377882
2022,Lithuania,11.137984000000001,2.5507969999999998
2022,Canada,1668.124149,681.81978
2022,United States,17894.690901,11600.425466
2022,Japan,2446.77947,535.353271
2022,Korea,475.588684,280.730515
2022,Australia,562.4548130000001,317.307588
2022,New Zealand,65.25196700000001,24.510041
2023,Austria,87.792352,53.400138
2023,Belgium,269.212267,154.617566
2023,Denmark,141.149614,115.635558
2023,France,1716.490268,945.441374
2023,Germany,2303.2766149999998,1374.970485
2023,Italy,408.531984,201.516049
2023,Netherlands,712.040394,579.549141
2023,Norway,437.642912,371.111388
2023,Portugal,39.922867,20.127558
2023,Sweden,554.628617,397.86318500000004
2023,Switzerland,319.27255,265.85713
2023,United Kingdom,3015.28453,1866.026263
2023,Finland,102.57517299999999,80.63414
2023,Iceland,12.620146,12.566177
2023,Ireland,158.907432,110.59828399999999
2023,Luxembourg,77.117066,68.705372
2023,Greece,19.044003,3.179991
2023,Spain,319.910101,169.156477
2023,Slovenia,8.780890000000001,2.716332
2023,Czechia,33.285453000000004,15.249091
2023,Slovak Republic,24.114204,3.8102970000000003
2023,Hungary,76.619672,46.96745
2023,Poland,80.79391199999999,21.814435
2023,Estonia,4.871321000000001,1.9272140000000002
2023,Lithuania,19.644411,2.594515
2023,Canada,1223.360829,656.842387
2023,United States,9868.654129999999,8391.270271
2023,Japan,1653.8582889999998,877.6429929999999
2023,Korea,463.141166,278.745931
2023,Australia,441.508034,219.852468
2023,New Zealand,42.608396,30.908069
